epoch,chunk_id,train_loss,train_acc,val_loss,val_acc,learning_rate
1,1,0.04099433029074214,0.23552894211576847,0.04770391407408245,0.07772020725388601,0.0005
1,2,0.03819170921386597,0.43812375249500995,0.044960263006056184,0.3626943005181347,0.0005
1,3,0.03615734518734281,0.36427145708582837,0.03466667358430556,0.33678756476683935,0.0005
1,4,0.03434723591108522,0.4560878243512974,0.034692332679357556,0.43005181347150256,0.0005
1,5,0.030607892464318436,0.46107784431137727,0.040174962479833494,0.22279792746113988,0.0005
1,6,0.03155463132690955,0.4095904095904096,0.028198746973986454,0.40414507772020725,0.0005
1,7,0.03402737961648466,0.4205794205794206,0.02982048246372549,0.45077720207253885,0.0005
1,8,0.030476772891623632,0.44555444555444557,0.03401448874893584,0.41450777202072536,0.0005
1,9,0.029045945711686953,0.47952047952047955,0.025978198130204886,0.5233160621761658,0.0005
1,10,0.026259977303512327,0.4935064935064935,0.03350418106860293,0.20725388601036268,0.0005
2,1,0.029420590102523864,0.4251497005988024,0.0310634008600917,0.5129533678756477,0.0005
2,2,0.026489905827119204,0.49201596806387227,0.028394521865511186,0.5181347150259067,0.0005
2,3,0.03289448463928676,0.45109780439121755,0.03247087469373931,0.41450777202072536,0.0005
2,4,0.030532940248112955,0.43313373253493015,0.03035391145023889,0.45595854922279794,0.0005
2,5,0.025360061948795518,0.5099800399201597,0.030314189454280032,0.40932642487046633,0.0005
2,6,0.025508420841468798,0.47352647352647353,0.024714443922812517,0.5233160621761658,0.0005
2,7,0.027867433459653364,0.4945054945054945,0.02657837753179314,0.32124352331606215,0.0005
2,8,0.025605175007771066,0.4995004995004995,0.028381216885049108,0.6321243523316062,0.0005
2,9,0.026498686444092465,0.4905094905094905,0.027677690533081483,0.6010362694300518,0.0005
2,10,0.02840030259572781,0.4995004995004995,0.029785417153022294,0.34196891191709844,0.0005
3,1,0.026805982848781787,0.4560878243512974,0.030864573609798066,0.42487046632124353,0.0005
3,2,0.025807036979202023,0.501996007984032,0.031961938607569185,0.5077720207253886,0.0005
3,3,0.02530904457962025,0.5059880239520959,0.028913360268813727,0.25906735751295334,0.0005
3,4,0.027954767272248122,0.5329341317365269,0.0290581016895395,0.5129533678756477,0.0005
3,5,0.024373208293449616,0.5079840319361277,0.023920182605549074,0.5077720207253886,0.0005
3,6,0.023842160370885643,0.4935064935064935,0.026951294546763514,0.23316062176165803,0.0005
3,7,0.02532966514085452,0.4835164835164835,0.024934753293046064,0.5440414507772021,0.0005
3,8,0.0251467478695092,0.5224775224775224,0.028392323582322177,0.49222797927461137,0.0005
3,9,0.024036966199120442,0.5274725274725275,0.028069265914834805,0.5492227979274611,0.0005
3,10,0.0248706015515384,0.5374625374625375,0.02586083107104964,0.45595854922279794,0.0005
4,1,0.023686939489817666,0.48502994011976047,0.0281050119529734,0.5025906735751295,0.0005
4,2,0.024447135034271938,0.5139720558882236,0.03101875111846726,0.38341968911917096,0.0005
4,3,0.0272725711310814,0.45808383233532934,0.028600466056422864,0.46113989637305697,0.0005
4,4,0.027313471048653958,0.499001996007984,0.028976386499837272,0.5492227979274611,0.0005
4,5,0.025081264914688237,0.5279441117764471,0.027070151748126034,0.5492227979274611,0.0005
4,6,0.025153865611606784,0.4725274725274725,0.027117668033379658,0.46113989637305697,0.0005
4,7,0.02571337567744674,0.46853146853146854,0.029807365372767333,0.5492227979274611,0.0005
4,8,0.024943323141628213,0.5334665334665335,0.026654303719294427,0.533678756476684,0.0005
4,9,0.024617500001235262,0.5454545454545454,0.028574256513537982,0.6683937823834197,0.0005
4,10,0.0250961414308517,0.5284715284715285,0.030325456828824753,0.38341968911917096,0.0005
